sourcedId,status,dateLastModified,metadata,username,userIds,enabledUser,givenName,familyName,middleName,role,schools,role,identifier,email,sms,phone,agents,grades,password
38243,active,2018-10-05 00:00:00.000,,duncan.adighije,{FED:38243},True,DUNCAN,ADIGHIJE,RENEA,student,7,,23022,duncan.adighije@classlink.k12.nj.us,,,,1,
38683,active,2018-12-14 00:00:00.000,,james.ford,{FED:38683},True,JAMES,FORD,ANTHONY,student,7,,23204,james.ford@classlink.k12.nj.us,,,,1,
39149,active,2018-09-01 00:00:00.000,,jesse.hernandezchaib,{FED:39149},True,JESSE,HERNANDEZ CHAIB,KRISTOPHER,student,7,,23407,jesse.hernandezchaib@classlink.k12.nj.us,,,,KG,
39154,active,2019-03-21 00:00:00.000,,hayden.hernandezchaib,{FED:39154},True,HAYDEN,HERNANDEZ CHAIB,NICOLE,student,7,,23410,hayden.hernandezchaib@classlink.k12.nj.us,,,,1,
39690,active,2018-09-03 00:00:00.000,,mason.ansel,{FED:39690},True,MASON,ANSEL,LA'BRYAN,student,7,,23569,mason.ansel@classlink.k12.nj.us,,,,KG,
39973,active,2019-01-19 00:00:00.000,,kylee.hernandezmacias,{FED:39973},True,KYLEE,HERNANDEZ MACIAS,ARMON,teacher,3,,1840,kylee.hernandezmacias@classlink.k12.nj.us,,,,,
40339,active,2019-03-23 00:00:00.000,,emiliano.perez,{FED:40339},True,EMILIANO,PEREZ,I'JAHNAE,student,7,,23736,emiliano.perez@classlink.k12.nj.us,,,,KG,
40426,active,2018-06-03 00:00:00.000,,austin.perez,{FED:40426},True,AUSTIN,PEREZ,MAELEE,teacher,7,,1706,austin.perez@classlink.k12.nj.us,,,,,
40497,active,2018-07-07 00:00:00.000,,timothy.perez,{FED:40497},True,TIMOTHY,PEREZ,,student,7,,23795,timothy.perez@classlink.k12.nj.us,,,,KG,
40508,active,2018-05-09 00:00:00.000,,kaylie.herrera,{FED:40508},True,KAYLIE,HERRERA,,student,7,,23799,kaylie.herrera@classlink.k12.nj.us,,,,KG,
41226,active,2019-02-03 00:00:00.000,,gillian.herring,{FED:41226},True,GILLIAN,HERRING,PAUL-OLIVER,student,2,,24066,gillian.herring@classlink.k12.nj.us,,,,11,
41330,active,2019-02-16 00:00:00.000,,haylee.rasco,{FED:41330},True,HAYLEE,RASCO,CONRAD,teacher,7,,1496,haylee.rasco@classlink.k12.nj.us,,,,,
42189,active,2018-08-22 00:00:00.000,,alexis.ramirez,{FED:42189},True,ALEXIS,RAMIREZ,FERNANDA,student,7,,24278,alexis.ramirez@classlink.k12.nj.us,,,,KG,
42956,active,2018-09-05 00:00:00.000,,chloe.demus,{FED:42956},True,CHLOE,DEMUS,,teacher,7,,1710,chloe.demus@classlink.k12.nj.us,,,,,
43105,active,2018-08-16 00:00:00.000,,amber.demus,{FED:43105},True,AMBER,DEMUS,,teacher,7,,1559,amber.demus@classlink.k12.nj.us,,,,,
44591,active,2018-06-11 00:00:00.000,,rosalinda.hinojosa,{FED:44591},True,ROSALINDA,HINOJOSA,,teacher,7,,2079,rosalinda.hinojosa@classlink.k12.nj.us,,,,,
44595,active,2018-08-16 00:00:00.000,,kebin.hernandez,{FED:44595},True,KEBIN,HERNANDEZ,MARIA,teacher,7,,2039,kebin.hernandez@classlink.k12.nj.us,,,,,
44596,active,2019-02-04 00:00:00.000,,jonathan.starksscroggins,{FED:44596},True,JONATHAN,STARKS-SCROGGINS,ANN,teacher,7,,2063,jonathan.starksscroggins@classlink.k12.nj.us,,,,,
44839,active,2019-03-16 00:00:00.000,,lorenzo.hintz,{FED:44839},True,LORENZO,HINTZ,PIOQUINTO,teacher,3,,2070,lorenzo.hintz@classlink.k12.nj.us,,,,,
44903,active,2018-12-27 00:00:00.000,,nathan.brewer,{FED:44903},True,NATHAN,BREWER,MESHELLE,teacher,2,,2057,nathan.brewer@classlink.k12.nj.us,,,,,
44906,active,2018-01-05 00:00:00.000,,yareli.march,{FED:44906},True,YARELI,MARCH,MARIE,teacher,7,,2076,yareli.march@classlink.k12.nj.us,,,,,
45851,active,2019-01-23 00:00:00.000,,giselle.aguirre,{FED:45851},True,GISELLE,AGUIRRE,NICOLE,teacher,2,,2137,giselle.aguirre@classlink.k12.nj.us,,,,,
46575,active,2018-09-08 00:00:00.000,,pedro.aguirre,{FED:46575},True,PEDRO,AGUIRRE,GRACE,teacher,3,,2210,pedro.aguirre@classlink.k12.nj.us,,,,,
47948,active,2018-08-01 00:00:00.000,,rubicely.sabella,{FED:47948},True,RUBICELY,SABELLA,,student,2,,26249,rubicely.sabella@classlink.k12.nj.us,,,,9,
48309,active,2018-02-05 00:00:00.000,,mayte.fults,{FED:48309},True,MAYTE,FULTS,JAMES,teacher,3,,2347,mayte.fults@classlink.k12.nj.us,,,,,
48435,active,2019-04-04 00:00:00.000,,julio.holder,{FED:48435},True,JULIO,HOLDER,RAY,teacher,7,,2361,julio.holder@classlink.k12.nj.us,,,,,
48546,active,2018-07-12 00:00:00.000,,anthony.fults,{FED:48546},True,ANTHONY,FULTS,DEWAYNE,teacher,3,,2371,anthony.fults@classlink.k12.nj.us,,,,,
49132,active,2018-02-28 00:00:00.000,,jessica.acosta,{FED:49132},True,JESSICA,ACOSTA,WAYNE,student,7,,26740,jessica.acosta@classlink.k12.nj.us,,,,4,
